Year,Match Number,Date,Stadium,City,Match,Match Details,Batting team,Total Score,Total Wicket,Batsman Names,Out/Not Out,Total Runs,Balls Played,Fours,Sixes,Strike Rate
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Pakistan,105,10,Mohammad Hafeez,c Cottrell b Oshane Thomas,16,24,2,0,66.67
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Pakistan,105,10,Imad Wasim,c Gayle b Holder,1,3,0,0,33.33
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Pakistan,105,10,Shadab Khan,lbw b Oshane Thomas,0,1,0,0,0
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Pakistan,105,10,Hasan Ali,c Cottrell b Holder,1,4,0,0,25
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Pakistan,105,10,Wahab Riaz,b Oshane Thomas,18,11,1,2,163.64
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Pakistan,105,10,Mohammad Amir,not out,3,6,0,0,50
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Wist Indiaies,108,3,Chris Gayle,c Shadab Khan b Amir,50,34,6,3,147.06
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Wist Indiaies,108,3,Shai Hope,c Hafeez b Amir,11,17,1,0,64.71
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Wist Indiaies,108,3,Darren Bravo,c Babar Azam b Amir,0,4,0,0,0
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Wist Indiaies,108,3,Nicholas Pooran,not out,34,19,4,2,178.95
2019,2nd match,May 31 2019,Trent Bridge,"Nottingham, England",Pakistan vs Wist Indiaies,"2nd match, Nottingham, May 31, 2019,
ICC Cricket World Cup",Wist Indiaies,108,3,Shimron Hetmyer,not out,7,8,0,0,87.5
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Lahiru Thirimanne,lbw b Matt Henry,4,2,1,0,200
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Dimuth Karunaratne,not out,52,84,4,0,61.9
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Kusal Perera,c de Grandhomme b Matt Henry,29,24,4,0,120.83
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Kusal Mendis,c Guptill b Matt Henry,0,1,0,0,0
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Dhananjaya de Silva,lbw b Lockie Ferguson,4,13,1,0,30.77
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Angelo Mathews,c Latham b de Grandhomme,0,9,0,0,0
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Jeevan Mendis,c Neesham b Lockie Ferguson,1,4,0,0,25
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Thisara Perera,c Boult b Santner,27,23,0,2,117.39
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Isuru Udana,c Matt Henry b Neesham,0,3,0,0,0
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Suranga Lakmal,c Santner b Boult,7,13,1,0,53.85
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",Sri Lanka,136,10,Lasith Malinga,b Lockie Ferguson,1,2,0,0,50
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",New Zealand,137,0,Martin Guptill,not out,73,51,8,2,143.14
2019,3rd match,June 01 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs New Zealand,"3rd match, Cardiff, June 01, 2019,
ICC Cricket World Cup",New Zealand,137,0,Colin Munro,not out,58,47,6,1,123.4
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Mohammad Shahzad,b Starc,0,3,0,0,0
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Hazratullah Zazai,c Alex Carey b Pat Cummins,0,2,0,0,0
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Rahmat Shah,c Steven Smith b Zampa,43,60,6,0,71.67
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Hashmatullah Shahidi,st Alex Carey b Zampa,18,34,3,0,52.94
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Mohammad Nabi,run out (Steven Smith/Alex Carey),7,22,0,0,31.82
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Gulbadin Naib,c Alex Carey b Stoinis,31,33,4,1,93.94
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Najibullah Zadran,c Alex Carey b Stoinis,51,49,7,2,104.08
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Rashid Khan,lbw b Zampa,27,11,2,3,245.45
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Dawlat Zadran,c Alex Carey b Pat Cummins,4,6,1,0,66.67
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Mujeeb Ur Rahman,b Pat Cummins,13,9,1,1,144.44
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Afghanistan,207,10,Hamid Hassan,not out,1,2,0,0,50
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Australia,209,3,Aaron Finch,c Mujeeb b Naib,66,49,6,4,134.69
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Australia,209,3,David Warner,not out,89,114,8,0,78.07
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Australia,209,3,Usman Khawaja,lbw b Rashid Khan,15,20,1,0,75
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Australia,209,3,Steven Smith,c Hazratullah Zazai b Mujeeb,18,27,1,0,66.67
2019,4th match ,June 01 2019,County Ground,"Bristol, England",Afghanistan vs Australia,"4th match (D/N), Bristol, June 01, 2019,
ICC Cricket World Cup",Australia,209,3,Glenn Maxwell,not out,4,1,1,0,400
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Tamim Iqbal,c de Kock b Phehlukwayo,16,29,2,0,55.17
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Soumya Sarkar,c de Kock b Chris Morris,42,30,9,0,140
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Shakib Al Hasan,b Tahir,75,84,8,1,89.29
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Mushfiqur Rahim,c van der Dussen b Phehlukwayo,78,80,8,0,97.5
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Mohammad Mithun,b Tahir,21,21,2,1,100
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Mahmudullah,not out,46,33,3,1,139.39
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Mosaddek Hossain,c Phehlukwayo b Chris Morris,26,20,4,0,130
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Bangladesh,330,6,Mehidy Hasan Miraz,not out,5,3,1,0,166.67
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Quinton de Kock,run out (Rahim),23,32,4,0,71.88
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Aiden Markram,b Shakib,45,56,4,0,80.36
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Faf du Plessis,b Mehidy Hasan,62,53,5,1,116.98
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,David Miller,c Mehidy Hasan b Mustafizur,38,43,2,0,88.37
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Rassie van der Dussen,b Saifuddin,41,38,2,1,107.89
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Jean-Paul Duminy,b Mustafizur,45,37,4,0,121.62
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Andile Phehlukwayo,c Shakib b Saifuddin,8,13,1,0,61.54
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Chris Morris,c Soumya Sarkar b Mustafizur,10,10,1,0,100
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Kagiso Rabada,not out,13,9,0,1,144.44
2019,5th match,June 02 2019,Kennington Oval,"London, England",Bangladesh vs Sri Lanka,"5th match, The Oval, June 02, 2019,
ICC Cricket World Cup",Sri Lanka,309,8,Imran Tahir,not out,10,10,0,0,100
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Imam-ul-Haq,c Chris Woakes b Moeen,44,58,3,1,75.86
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Fakhar Zaman,st Jos Buttler b Moeen,36,40,6,0,90
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Babar Azam,c Chris Woakes b Moeen,63,66,4,1,95.45
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Mohammad Hafeez,c Chris Woakes b Mark Wood,84,62,8,2,135.48
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Sarfaraz Ahmed,c and b Chris Woakes,55,44,5,0,125
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Asif Ali,c Bairstow b Mark Wood,14,11,0,1,127.27
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Shoaib Malik,c Morgan b Chris Woakes,8,8,0,0,100
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Wahab Riaz,c Root b Chris Woakes,4,2,1,0,200
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Hasan Ali,not out,10,5,0,1,200
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",Pakistan,348,8,Shadab Khan,not out,10,4,2,0,250
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Jason Roy,lbw b Shadab Khan,8,7,2,0,114.29
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Jonny Bairstow,c Sarfaraz b Riaz,32,31,4,1,103.23
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Joe Root,c Hafeez b Shadab Khan,107,104,10,1,102.88
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Eoin Morgan,b Hafeez,9,18,1,0,50
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Ben Stokes,c Sarfaraz b Shoaib Malik,13,18,1,0,72.22
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Jos Buttler,c Riaz b Amir,103,76,9,2,135.53
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Moeen Ali,c Fakhar Zaman b Riaz,19,20,1,0,95
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Chris Woakes,c Sarfaraz b Riaz,21,14,1,1,150
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Jofra Archer,c Riaz b Amir,1,2,0,0,50
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Adil Rashid,not out,3,4,0,0,75
2019,6th match,June 03 2019,Trent Bridge,"Nottingham, England",Pakistan vs England,"6th match, Nottingham, June 03, 2019,
ICC Cricket World Cup",England,334,9,Mark Wood,not out,10,6,2,0,166.67
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Dimuth Karunaratne,c Najibullah b Nabi,30,45,3,0,66.67
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Kusal Perera,c Mohammad Shahzad b Rashid Khan,78,81,8,0,96.3
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Lahiru Thirimanne,b Nabi,25,34,1,0,73.53
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Kusal Mendis,c Rahmat b Nabi,2,2,0,0,100
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Angelo Mathews,c Rahmat b Nabi,0,2,0,0,0
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Dhananjaya de Silva,c Mohammad Shahzad b Hamid,0,4,0,0,0
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Thisara Perera,run out (Shahidi/Mohammad Shahzad),2,4,0,0,50
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Isuru Udana,b Dawlat Zadran,10,21,0,1,47.62
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Suranga Lakmal,not out,15,13,2,0,115.38
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Lasith Malinga,b Dawlat Zadran,4,14,1,0,28.57
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Sri Lanka,201,10,Nuwan Pradeep,b Rashid Khan,0,4,0,0,0
2019,7th match,June 04 2019,Sophia Gardens,"Cardiff, Wales",Sri Lanka vs Afghanistan,"7th match, Cardiff, June 04, 2019,
ICC Cricket World Cup",Afghanistan,152,10,Mohammad Shahzad,c Karunaratne b Malinga,7,12,1,0,58.33
