Year,Match Number,Date,Stadium,City,Match,Match Details,Batting team,Total Score,Total Wicket,Batsman Names,Out/Not Out,Total Runs,Balls Played,Fours,Sixes,Strike Rate
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Australia,334,6,Shane Watson,not out,18,11,3,0,163.64
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Australia,334,6,Brad Hogg,not out,40,15,3,3,266.67
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Fraser Watts,b McGrath,9,25,0,0,36
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Majid Haq,run out (McGrath/Tait),16,22,2,0,72.73
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Navdeep Poonia,b Tait,1,4,0,0,25
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Ryan Watson,c Bracken b McGrath,6,20,0,0,30
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Gavin Hamilton,c Gilchrist b McGrath,3,18,0,0,16.67
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Dougie Brown,c Watson b Hodge,19,37,3,0,51.35
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Colin Smith,b Hogg,51,76,7,0,67.11
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Craig Wright,lbw b Tait,4,21,0,0,19.05
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Glenn Rogers,run out (Hayden/Gilchrist),6,19,0,0,31.58
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,Paul Hoffmann,not out,0,0,0,0,0
2007,2nd Match,"March,14,2007",Warner Park,"Basseterre, St Kitts, West Indies",Australia vs Scotland,"2nd Match, Group A, Basseterre, March 14, 2007,
ICC World Cup",Scotland,131,10,John Blain,absent hurt,0,0,0,0,0
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Geoff Barnett,c Mishra b Ongondo,41,50,9,0,82
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Abdool Samad,c Tikolo b Odoyo,15,29,3,0,51.72
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Ashish Bagai,st Ouma b Varaiya,19,48,2,0,39.58
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Ian Billcliff,c &amp; b Tikolo,34,63,2,0,53.97
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,John Davison,b Kamande,8,19,1,0,42.11
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Qaiser Ali,b Kamande,6,16,1,0,37.5
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Ashif Mulla,c Ongondo b Tikolo,25,39,0,1,64.1
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Sunil Dhaniram,not out,34,35,3,1,97.14
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Umar Bhatti,run out (Mishra/Ouma),1,2,0,0,50
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Anderson Cummins,run out (Odoyo/Ouma),1,3,0,0,33.33
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Canada,199,10,Henry Osinde,run out (Varaiya/Ouma),1,2,0,0,50
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Kenya,203,3,Morris Ouma,c Mulla b Dhaniram,7,89,7,1,65.17
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Kenya,203,3,David Obuya,c Bagai b Cummins,0,17,0,0,23.53
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Kenya,203,3,Ravi Shah,lbw b Bhatti,0,26,0,0,23.08
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Kenya,203,3,Steve Tikolo,not out,7,76,7,1,94.74
2007,3rd Match,"March,14,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",Canada vs Kenya,"3rd Match, Group C, Gros Islet, March 14, 2007,
ICC World Cup",Kenya,203,3,Tanmay Mishra,not out,3,54,3,0,64.81
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup",Sri Lanka,321,6,Mahela Jayawardene,c Hurdle b Cann,85,90,6,2,94.44
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup",Sri Lanka,321,6,Kumar Sangakkara,c Tucker b Leverock,76,83,6,0,91.57
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup",Sri Lanka,321,6,Chamara Silva,not out,55,45,4,0,122.22
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup",Sri Lanka,321,6,Tillakaratne Dilshan,c Tucker b Hurdle,12,15,1,0,80
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup",Sri Lanka,321,6,Farveez Maharoof,c Hemp b Mukuddem,9,5,2,0,180
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup",Sri Lanka,321,6,Russel Arnold,not out,2,1,0,0,200
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Clay Smith,lbw b Vaas,0,5,0,0,0
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Oliver Pitcher,b Maharoof,6,28,1,0,21.43
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Saleem Mukuddem,c Sangakkara b Malinga,0,4,0,0,0
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,David Hemp,c Jayawardene b Malinga,14,18,1,0,77.78
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Irving Romaine,lbw b Malinga,0,1,0,0,0
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Janeiro Tucker,b Muralitharan,4,21,1,0,19.05
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Dean Minors,c Sangakkara b Maharoof,4,3,1,0,133.33
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Lionel Cann,c Sangakkara b Maharoof,28,32,3,1,87.5
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Delyone Borden,c sub (KMDN Kulasekara) b Maharoof,6,25,1,0,24
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Kevin Hurdle,not out,6,3,0,1,200
2007,4th Match,"March,15,2007",Queen's Park Oval,"Port of Spain, Trinidad, West Indies",Sri Lanka vs Bermuda,"4th Match, Group B, Port of Spain, March 15, 2007,
ICC World Cup", Bermuda,78,10,Dwayne Leverock,lbw b Muralitharan,1,8,0,0,12.5
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,William Porterfield,c Sibanda b Mpofu,0,6,0,0,0
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Jeremy Bray,not out,115,137,10,2,83.94
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Eoin Morgan,c Chigumbura b Brent,21,27,4,0,77.78
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Niall O Brien,c Taylor b Chigumbura,1,5,0,0,20
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Andre Botha,b Chigumbura,1,7,0,0,14.29
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Kevin O Brien,c Taylor b Rainsford,10,28,2,0,35.71
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Andrew White,lbw b Brent,28,48,3,0,58.33
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Trent Johnston,run out (Williams/Mpofu),20,24,2,0,83.33
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Kyle McCallan,st Taylor b Williams,0,3,0,0,0
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Ireland,221,9,Dave Langford-Smith,c Taylor b Mpofu,15,17,1,0,88.24
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Terry Duffin,c NJ O'Brien b Rankin,12,22,2,0,54.55
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Vusi Sibanda,hit wicket b White,67,84,9,0,79.76
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Chamu Chibhabha,c Langford-Smith b Johnston,12,36,1,0,33.33
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Sean Williams,c Rankin b McCallan,14,13,2,0,107.69
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Stuart Matsikenyeri,not out,73,76,9,1,96.05
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Elton Chigumbura,c Bray b McCallan,4,9,0,0,44.44
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Brendan Taylor,run out (McCallan),24,40,3,0,60
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Gary Brent,lbw b Botha,3,12,0,0,25
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Prosper Utseya,c Morgan b KJ O'Brien,1,3,0,0,33.33
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Chris Mpofu,run out (Johnston/NJ O'Brien),0,5,0,0,0
2007,5th Match,"March,15,2007",Sabina Park,"Kingston, Jamaica, West Indies",Ireland vs Zimbabwe,"5th Match, Group D, Kingston, March 15, 2007,
ICC World Cup",Zimbabwe,221,10,Ed Rainsford,run out (NJ O'Brien/White),1,1,0,0,100
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Ed Joyce,c McCullum b Franklin,0,2,0,0,0
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Michael Vaughan,b Franklin,26,52,3,0,50
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Ian Bell,c McCullum b Oram,5,19,0,0,26.32
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Kevin Pietersen,c Franklin b Bond,60,92,4,1,65.22
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Paul Collingwood,c McCullum b Styris,31,54,2,0,57.41
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Andrew Flintoff,c Styris b Bond,0,1,0,0,0
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Jamie Dalrymple,c McCullum b Styris,3,12,0,0,25
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Paul Nixon,not out,42,41,5,0,102.44
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup",England,209,7,Liam Plunkett,not out,29,34,1,1,85.29
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup", New Zealand,210,4,Lou Vincent,c Nixon b Anderson,0,6,0,0,0
2007,6th Match,"March,16,2007",Daren Sammy National Cricket Stadium,"Gros Islet, St Lucia, West Indies",England vs New Zealand,"6th Match, Group C, Gros Islet, March 16, 2007,
ICC World Cup", New Zealand,210,4,Stephen Fleming,c Joyce b Anderson,7,11,1,0,63.64
