Year,Match Number,Date,Stadium,City,Match,Match Details,Batting team,Total Score,Total Wicket,Batsman Names,Out/Not Out,Total Runs,Balls Played,Fours,Sixes,Strike Rate
2011,2nd Match,"February,20,2011",MA Chidambaram Stadium,"Chennai, India",Kenya vs  New Zealand,"2nd Match, Group A, Chennai, February 20, 2011,
ICC Cricket World Cup",Kenya,69,10,Thomas Odoyo,c J Ryder b J Oram,2,6,0,0,33.33
2011,2nd Match,"February,20,2011",MA Chidambaram Stadium,"Chennai, India",Kenya vs  New Zealand,"2nd Match, Group A, Chennai, February 20, 2011,
ICC Cricket World Cup",Kenya,69,10,Nehemiah Odhiambo,b T Southee,0,6,0,0,0
2011,2nd Match,"February,20,2011",MA Chidambaram Stadium,"Chennai, India",Kenya vs  New Zealand,"2nd Match, Group A, Chennai, February 20, 2011,
ICC Cricket World Cup",Kenya,69,10,James Ngoche,lbw b T Southee,0,1,0,0,0
2011,2nd Match,"February,20,2011",MA Chidambaram Stadium,"Chennai, India",Kenya vs  New Zealand,"2nd Match, Group A, Chennai, February 20, 2011,
ICC Cricket World Cup",Kenya,69,10,Elijah Otieno,c S Styris b J Oram,0,4,0,0,0
2011,2nd Match,"February,20,2011",MA Chidambaram Stadium,"Chennai, India",Kenya vs  New Zealand,"2nd Match, Group A, Chennai, February 20, 2011,
ICC Cricket World Cup", New Zealand,72,0,Martin Guptill,not out,39,32,5,2,121.88
2011,2nd Match,"February,20,2011",MA Chidambaram Stadium,"Chennai, India",Kenya vs  New Zealand,"2nd Match, Group A, Chennai, February 20, 2011,
ICC Cricket World Cup", New Zealand,72,0,Brendon McCullum,not out,26,17,4,0,152.94
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Upul Tharanga,run out (R Gunasekera/A Bagai),19,31,1,0,61.29
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Tillakaratne Dilshan,c J Davison b R Cheema,50,59,8,0,84.75
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Kumar Sangakkara,c & b J Davison,92,87,7,1,105.75
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Mahela Jayawardene,c B Rao b J Davison,100,81,9,1,123.46
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Thisara Perera,run out (Z Surkari/A Bagai),11,11,1,0,100
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Angelo Mathews,c & b H Baidwan,21,16,3,0,131.25
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Chamara Kapugedera,c (sub)NR Kumar b H Baidwan,2,3,0,0,66.67
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Thilan Samaraweera,not out,18,10,3,0,180
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Sri Lanka,332,7,Nuwan Kulasekara,not out,7,3,1,0,233.33
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Ruvindu Gunasekera,c T Dilshan b N Kulasekara,1,10,0,0,10
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,John Davison,b T Perera,0,1,0,0,0
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Zubin Surkari,lbw b T Perera,6,10,0,0,60
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Jimmy Hansra,st K Sangakkara b T Samaraweera,9,49,0,0,18.37
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Ashish Bagai,c K Sangakkara b T Perera,22,47,2,0,46.81
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Rizwan Cheema,c M Jayawardene b M Muralitharan,37,35,4,2,105.71
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Tyson Gordon,c K Sangakkara b N Kulasekara,4,10,0,0,40
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Khurram Chohan,c K Sangakkara b N Kulasekara,4,8,1,0,50
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Harvir Baidwan,not out,16,35,1,0,45.71
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Balaji Rao,c U Tharanga b M Muralitharan,6,7,1,0,85.71
2011,3rd Match,"February,20,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Sri Lanka vs Canada,"3rd Match, Group A (D/N), Hambantota, February 20, 2011,
ICC Cricket World Cup",Canada,122,10,Henry Osinde,b A Mendis,4,10,0,0,40
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Shane Watson,lbw b G Cremer,79,92,8,1,85.87
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Brad Haddin,lbw b P Utseya,29,66,3,0,43.94
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Ricky Ponting,run out (C Mpofu),28,36,0,0,77.78
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Michael Clarke,not out,58,55,4,0,105.45
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Cameron White,b C Mpofu,22,36,0,0,61.11
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,David Hussey,b R Price,14,8,1,1,175
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Steven Smith,c R Chakabva b C Mpofu,11,4,1,1,275
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Australia,262,6,Mitchell Johnson,not out,7,3,1,0,233.33
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Brendan Taylor,b S Tait,16,24,1,0,66.67
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Charles Coventry,c & b B Lee,14,24,1,1,58.33
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Tatenda Taibu,c S Watson b M Johnson,7,17,1,0,41.18
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Craig Ervine,lbw b M Johnson,0,6,0,0,0
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Elton Chigumbura,c B Haddin b J Krejza,14,25,2,0,56
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Sean Williams,c S Watson b S Tait,28,40,1,1,70
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Regis Chakabva,lbw b J Krejza,6,18,0,0,33.33
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Prosper Utseya,c R Ponting b D Hussey,24,45,1,0,53.33
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Graeme Cremer,c B Haddin b M Johnson,37,51,4,0,72.55
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Ray Price,not out,5,19,0,0,26.32
2011,4th Match,"February,21,2011",Narendra Modi Stadium,"Ahmedabad, India",Australia vs Zimbabwe,"4th Match, Group A (D/N), Ahmedabad, February 21, 2011,
ICC Cricket World Cup",Zimbabwe,171,10,Chris Mpofu,c B Haddin b M Johnson,2,11,0,0,18.18
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Alexei Kervezee,c M Prior b T Bresnan,16,25,2,0,64
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Wesley Barresi,st M Prior b G Swann,29,25,6,0,116
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Tom Cooper,c J Anderson b P Collingwood,47,73,3,0,64.38
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Ryan ten Doeschate,c R Bopara b S Broad,119,110,9,3,108.18
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Bas Zuiderent,c P Collingwood b G Swann,1,10,0,0,10
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Tom de Grooth,b S Broad,28,31,3,0,90.32
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Peter Borren,not out,35,24,4,0,145.83
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup", Netherlands,292,6,Mudassar Bukhari,not out,6,5,0,0,120
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup",England,296,4,Sir Andrew Strauss,c T Cooper b M Bukhari,88,83,9,0,106.02
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup",England,296,4,Kevin Pietersen,c P Borren b P Seelaar,39,61,5,0,63.93
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup",England,296,4,Jonathan Trott,st W Barresi b R Doeschate,62,65,4,0,95.38
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup",England,296,4,Ian Bell,b R Doeschate,33,40,1,0,82.5
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup",England,296,4,Paul Collingwood,not out,30,23,3,0,130.43
2011,5th Match,"February,22,2011",Vidarbha Cricket Association Stadium,"Nagpur, India", Netherlands vs England,"5th Match, Group B (D/N), Nagpur, February 22, 2011,
ICC Cricket World Cup",England,296,4,Ravi Bopara,not out,30,20,2,1,150
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Mohammad Hafeez,c S Waters b E Otieno,9,20,1,0,45
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Ahmed Shehzad,c J Kamande b T Odoyo,1,18,0,0,5.56
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Kamran Akmal,st M Ouma b S Ngoche,55,67,5,0,82.09
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Younis Khan,lbw b S Tikolo,50,67,2,0,74.63
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Misbah-ul-Haq,c E Otieno b J Kamande,65,69,1,2,94.2
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Umar Akmal,c C Obuya b T Odoyo,71,52,8,1,136.54
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Shahid Afridi,lbw b T Odoyo,7,4,1,0,175
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Abdul Razzaq,not out,8,6,1,0,133.33
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Pakistanistan,317,7,Abdur Rehman,not out,5,3,0,0,166.67
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Morris Ouma,c K Akmal b U Gul,16,37,1,0,43.24
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Seren Waters,run out (U Akmal),17,31,2,0,54.84
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Collins Obuya,c A Shehzad b S Afridi,47,58,3,3,81.03
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Steve Tikolo,b S Afridi,13,33,1,0,39.39
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Tanmay Mishra,lbw b S Afridi,6,16,1,0,37.5
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Rakep Patel,c U Akmal b M Hafeez,0,6,0,0,0
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Jimmy Kamande,lbw b S Afridi,2,3,0,0,66.67
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Thomas Odoyo,lbw b S Afridi,0,8,0,0,0
2011,6th Match,"February,23,2011",Mahinda Rajapaksa International Stadium,"Hambantota, Sri Lanka",Pakistanistan vs Kenya,"6th Match, Group A (D/N), Hambantota, February 23, 2011,
ICC Cricket World Cup",Kenya,112,10,Nehemiah Odhiambo,run out (A Razzaq),0,6,0,0,0
